sample_id,date,hour,city,weather,cloud_cover,humidity,temperature,precipitation,solar_altitude,outdoor_lux,wavelength_380,wavelength_390,wavelength_400,wavelength_410,wavelength_420,wavelength_430,wavelength_440,wavelength_450,wavelength_460,wavelength_470,wavelength_480,wavelength_490,wavelength_500,wavelength_510,wavelength_520,wavelength_530,wavelength_540,wavelength_550,wavelength_560,wavelength_570,wavelength_580,wavelength_590,wavelength_600,wavelength_610,wavelength_620,wavelength_630,wavelength_640,wavelength_650,wavelength_660,wavelength_670,wavelength_680,wavelength_690,wavelength_700,wavelength_710,wavelength_720,wavelength_730,wavelength_740,wavelength_750,wavelength_760,wavelength_770,wavelength_780,scene,target_lux,recommended_channel_1,recommended_channel_2,recommended_channel_3,recommended_channel_4,recommended_channel_5,recommended_channel_6,recommended_channel_7
1026,2026-05-07,14,杭州,多云,0.4216,0.5361,23.88,0.0721,62.237,46212.9,0.650888,0.707811,0.777115,0.851521,0.863867,0.873727,0.889669,0.914742,0.943458,0.970601,0.981135,0.979156,1.0,0.994265,0.956132,0.984132,0.984678,0.96803,0.958616,0.931111,0.914982,0.900422,0.894252,0.879629,0.892298,0.884894,0.845661,0.816983,0.788817,0.780068,0.753799,0.729651,0.717506,0.698315,0.67683,0.688581,0.70627,0.680874,0.644382,0.611399,0.551897,休息,180,0.004,0.004,0.0971,0.004,0.2889,0.0498,0.004
1027,2026-06-11,12,杭州,多云,0.3153,0.7731,22.62,0.0755,71.872,50631.01,0.660654,0.733324,0.782381,0.846829,0.876193,0.880711,0.891021,0.944422,0.964375,0.981995,1.0,0.988788,0.993262,0.984133,0.994181,0.988107,0.975109,0.974869,0.940051,0.934008,0.919428,0.890832,0.871797,0.86168,0.873913,0.87826,0.835208,0.824088,0.76447,0.763964,0.717555,0.701581,0.692458,0.66602,0.714286,0.667738,0.674709,0.677305,0.630682,0.580113,0.560404,学习,500,0.5543,0.4396,0.3339,0.004,0.3942,0.275,0.004
1028,2026-06-07,12,杭州,晴,0.0136,0.4035,26.49,0.0196,71.75,92037.07,0.70326,0.729575,0.738904,0.772162,0.812619,0.811364,0.850708,0.863849,0.901268,0.920941,0.93413,0.955413,0.956406,0.988365,0.991053,0.992578,1.0,0.996963,0.979377,0.974539,0.967263,0.954928,0.960472,0.959729,0.946307,0.932471,0.930694,0.901988,0.864129,0.823417,0.791932,0.774077,0.769971,0.745148,0.732715,0.74948,0.713722,0.69532,0.680822,0.662604,0.660456,办公,450,0.2324,0.1597,0.1315,0.0341,0.1346,0.0095,0.004
1029,2026-05-07,16,杭州,多云,0.5141,0.546,27.15,0.0414,41.874,35446.74,0.642297,0.69765,0.797283,0.839102,0.848117,0.853889,0.897096,0.920533,0.942389,0.951124,0.973567,1.0,0.98497,0.983701,0.989374,0.987557,0.976457,0.967385,0.976595,0.967671,0.96589,0.930758,0.920025,0.926688,0.898377,0.908459,0.89841,0.877592,0.859781,0.801039,0.77343,0.754326,0.72904,0.743031,0.73956,0.731685,0.718089,0.719355,0.671412,0.613628,0.540644,办公,450,0.6408,0.5008,0.3932,0.004,0.4721,0.3141,0.004
1030,2026-05-03,17,杭州,晴,0.0299,0.5558,23.07,0.0042,27.282,63471.9,0.605074,0.605784,0.63566,0.656296,0.651648,0.669401,0.695988,0.71988,0.738459,0.777633,0.784282,0.80598,0.835547,0.850757,0.874241,0.895092,0.917712,0.939063,0.931575,0.954767,0.941296,0.9583,0.975818,0.982558,1.0,0.995778,0.962632,0.974645,0.937539,0.894019,0.857967,0.813896,0.817933,0.812766,0.792149,0.778359,0.772951,0.766004,0.744314,0.721238,0.711596,学习,500,0.6423,0.4483,0.3905,0.1509,0.3687,0.004,0.004
1031,2026-05-02,15,杭州,晴,0.2015,0.553,28.79,0.0197,52.749,73161.49,0.671898,0.706066,0.73584,0.757543,0.772494,0.787758,0.79375,0.84186,0.866394,0.894389,0.906333,0.940712,0.942359,0.967766,0.960606,0.978867,0.984281,1.0,0.983194,0.970913,0.972055,0.977506,0.963065,0.976986,0.966329,0.946237,0.95722,0.93164,0.893372,0.857237,0.817747,0.780314,0.787441,0.763608,0.760618,0.741271,0.73797,0.730898,0.698718,0.678925,0.662585,学习,500,0.4881,0.3411,0.2909,0.0864,0.2906,0.0462,0.004
1032,2026-04-12,10,杭州,晴,0.0308,0.5891,22.92,0.0172,58.62,89266.55,0.699686,0.714118,0.727721,0.755905,0.773132,0.774781,0.800099,0.830953,0.87004,0.907752,0.905849,0.934646,0.938901,0.951377,0.97157,0.963077,1.0,0.993796,0.9969,0.976834,0.97223,0.968182,0.957909,0.952931,0.95057,0.946145,0.935447,0.908077,0.873716,0.84704,0.799547,0.769425,0.766433,0.75411,0.730587,0.719657,0.709044,0.705015,0.698583,0.683745,0.660119,阅读,400,0.1844,0.1301,0.1037,0.004,0.1427,0.0451,0.004
1033,2026-05-06,14,杭州,多云,0.4192,0.7317,27.69,0.0516,62.115,49877.19,0.654422,0.706908,0.791838,0.827736,0.854782,0.881648,0.887991,0.947335,0.966494,0.973249,1.0,0.98098,0.997639,0.991681,0.978623,0.974416,0.998442,0.976915,0.961056,0.925708,0.922933,0.895404,0.910742,0.899174,0.888245,0.875132,0.847444,0.831962,0.816986,0.773496,0.72825,0.729567,0.692503,0.692762,0.682613,0.651992,0.678046,0.693958,0.635733,0.630066,0.556061,学习,500,0.5667,0.4453,0.3458,0.0137,0.4018,0.2583,0.004
1034,2026-05-08,17,杭州,阴,0.7814,0.8412,25.68,0.0138,28.225,13784.55,0.606493,0.647809,0.748565,0.857417,0.894454,0.892963,0.935025,0.979568,0.971719,0.98213,1.0,0.998282,0.997583,0.98638,0.97772,0.957016,0.967698,0.928919,0.914508,0.88971,0.883115,0.872073,0.844081,0.846692,0.842984,0.805497,0.800361,0.815931,0.754892,0.74818,0.705123,0.694666,0.666667,0.643003,0.659377,0.668538,0.668331,0.656496,0.587473,0.554877,0.47334,休息,180,0.4706,0.3912,0.3898,0.004,0.6423,0.3276,0.004
1035,2026-04-21,18,杭州,多云,0.4715,0.7571,22.85,0.0598,9.039,15867.16,0.622488,0.677135,0.713003,0.782084,0.786712,0.812693,0.818409,0.863838,0.892325,0.901425,0.944713,0.937751,0.967383,0.989032,0.943872,0.990181,0.988623,0.988887,0.976675,0.969024,0.960376,1.0,0.97839,0.957606,0.96243,0.944152,0.974281,0.939353,0.918579,0.879808,0.860295,0.816908,0.810091,0.801114,0.775843,0.774421,0.771077,0.769204,0.738863,0.677101,0.629012,学习,500,0.854,0.6494,0.521,0.055,0.6001,0.3256,0.004
1036,2026-05-01,9,杭州,晴,0.2087,0.3379,20.46,0.0053,52.596,81372.06,0.654053,0.697593,0.739358,0.743745,0.770946,0.754156,0.791671,0.835815,0.890051,0.888011,0.906418,0.933286,0.925604,0.919711,0.98219,0.981661,0.97959,0.990012,1.0,0.980984,0.973844,0.986751,0.952698,0.974026,0.955327,0.976526,0.94839,0.916277,0.878557,0.855496,0.826128,0.809142,0.769946,0.764478,0.760342,0.746583,0.735056,0.714615,0.70478,0.671672,0.653352,学习,500,0.438,0.3056,0.2563,0.0899,0.2497,0.004,0.004
1037,2026-07-01,16,杭州,晴,0.1135,0.5007,26.25,0.0003,45.388,75885.13,0.648599,0.666774,0.720236,0.71775,0.732983,0.756046,0.767934,0.806581,0.810894,0.834652,0.872623,0.892662,0.91885,0.932371,0.924539,0.966372,0.954352,0.982737,0.972838,1.0,0.960725,0.961712,0.966586,0.968095,0.962056,0.986772,0.945154,0.922935,0.898305,0.865087,0.820199,0.807746,0.783228,0.773124,0.770597,0.746136,0.734859,0.725019,0.713222,0.68091,0.659411,休息,180,0.1059,0.0723,0.0961,0.004,0.2077,0.0301,0.004
1038,2026-05-03,11,杭州,晴,0.1846,0.3429,26.14,0.0149,67.237,86232.2,0.667388,0.700883,0.76409,0.760072,0.758231,0.794885,0.816417,0.860895,0.898627,0.907241,0.922534,0.941556,0.97509,0.982313,0.966113,0.98648,1.0,0.990513,0.978828,0.964184,0.956798,0.934546,0.951929,0.957142,0.936234,0.926033,0.903675,0.896177,0.861935,0.812914,0.82214,0.74874,0.736765,0.752637,0.74275,0.718885,0.70493,0.702387,0.679532,0.646895,0.642314,办公,450,0.2937,0.1962,0.1618,0.0342,0.1744,0.0415,0.004
1039,2026-04-07,11,杭州,晴,0.1483,0.5443,26.55,0.0187,63.724,86625.15,0.691933,0.70378,0.747914,0.778775,0.792529,0.810321,0.836255,0.858624,0.903401,0.907319,0.945255,0.961286,0.961786,0.967739,0.977867,0.982527,0.990309,1.0,0.99286,0.972583,0.970824,0.967067,0.960268,0.955378,0.937476,0.962591,0.933491,0.912847,0.879978,0.846074,0.806797,0.77682,0.766553,0.759841,0.75645,0.724407,0.722548,0.690209,0.681286,0.664185,0.653671,学习,500,0.3697,0.2564,0.2201,0.072,0.2092,0.0145,0.004
1040,2026-06-12,10,杭州,多云,0.4698,0.5965,23.05,0.0771,64.951,39382.6,0.659683,0.706607,0.783211,0.825049,0.855622,0.839222,0.901128,0.921304,0.940172,0.980449,0.979863,0.984158,0.980776,1.0,0.981186,0.999326,0.988607,0.980347,0.960478,0.923563,0.912744,0.894504,0.89777,0.881399,0.87104,0.882273,0.841708,0.816573,0.792832,0.780953,0.74163,0.722597,0.706417,0.670147,0.678937,0.682787,0.682672,0.658557,0.619712,0.589418,0.570102,阅读,400,0.5202,0.4163,0.3511,0.004,0.4905,0.2958,0.004
1041,2026-04-10,12,杭州,晴,0.1018,0.4652,26.17,0.0146,66.171,87463.02,0.703357,0.729886,0.741406,0.758199,0.7911,0.795504,0.822278,0.875422,0.875793,0.909966,0.936464,0.934137,0.971282,0.961041,0.980157,0.982311,0.968293,0.992267,1.0,0.972216,0.962653,0.953834,0.961127,0.953035,0.95365,0.943754,0.921408,0.918853,0.862086,0.842322,0.81186,0.770522,0.756215,0.752374,0.736578,0.711986,0.714825,0.718662,0.688809,0.664748,0.652021,阅读,400,0.1639,0.1145,0.1111,0.004,0.1451,0.045,0.004
1042,2026-05-15,15,杭州,雨,0.8162,0.9398,29.92,0.5497,54.505,10076.76,0.541253,0.649799,0.748655,0.854643,0.867659,0.894737,0.941795,0.963196,0.958055,0.98659,0.986959,0.992691,1.0,0.965358,0.932174,0.932968,0.887941,0.909154,0.838402,0.836648,0.807932,0.782472,0.765305,0.776368,0.752483,0.728403,0.736889,0.691787,0.680843,0.629704,0.60912,0.61887,0.60149,0.619358,0.577446,0.594777,0.581689,0.595616,0.534238,0.461446,0.38807,学习,500,0.8715,0.6766,0.53,0.024,0.628,0.4004,0.004
1043,2026-06-24,16,杭州,多云,0.572,0.7079,29.13,0.0297,45.576,32244.35,0.652541,0.696639,0.770836,0.845255,0.838725,0.888563,0.900415,0.933255,0.965378,0.979729,0.990197,0.978645,0.977249,0.990213,1.0,0.974444,0.994144,0.983451,0.964392,0.952206,0.935811,0.927683,0.92415,0.947474,0.905527,0.883826,0.850837,0.835464,0.816715,0.804861,0.760576,0.747453,0.717739,0.725462,0.725536,0.702816,0.706574,0.686819,0.634917,0.616527,0.572326,学习,500,0.7082,0.55,0.4346,0.0266,0.5066,0.2988,0.004
1044,2026-04-01,17,杭州,阴,0.6895,0.7384,25.31,0.0075,19.511,12556.78,0.579902,0.662332,0.749735,0.852072,0.865833,0.879984,0.921503,0.958702,0.952294,0.958807,0.99647,0.987802,0.985537,1.0,0.97731,0.979493,0.96668,0.99772,0.935548,0.933663,0.900153,0.896014,0.877282,0.883983,0.86358,0.860886,0.827811,0.807079,0.767495,0.77228,0.732564,0.752007,0.701285,0.717842,0.711865,0.688422,0.677013,0.680017,0.640472,0.598313,0.48985,办公,450,0.8268,0.6476,0.5029,0.004,0.6178,0.4164,0.004
1045,2026-04-04,18,杭州,多云,0.3455,0.5888,24.51,0.0284,4.298,12672.49,0.584574,0.629284,0.684723,0.706587,0.737259,0.740023,0.784161,0.79862,0.817239,0.83662,0.833774,0.873296,0.888893,0.908178,0.920744,0.955298,0.94719,0.950153,0.945914,0.962218,0.953743,0.952069,0.970713,0.99721,1.0,0.971267,0.978705,0.966875,0.944519,0.926947,0.862058,0.841258,0.829311,0.834303,0.790043,0.812762,0.782881,0.79237,0.772887,0.713045,0.641149,学习,500,0.884,0.6746,0.538,0.0602,0.6179,0.334,0.004
1046,2026-05-09,14,杭州,阴,0.743,0.8529,25.07,0.1442,62.473,21274.26,0.572071,0.668516,0.797407,0.86312,0.884464,0.900274,0.934788,0.954789,0.970427,0.974021,1.0,0.99174,0.989385,0.997291,0.971001,0.963559,0.972614,0.937062,0.904152,0.874675,0.866488,0.860908,0.828293,0.824765,0.805641,0.794652,0.765238,0.764068,0.737285,0.728738,0.684741,0.653341,0.669661,0.647273,0.640656,0.634757,0.633877,0.616344,0.574519,0.519074,0.472272,阅读,400,0.6798,0.5453,0.4556,0.004,0.6204,0.3871,0.004
1047,2026-05-27,14,杭州,雨,0.8286,0.9086,30.53,0.6736,64.171,10531.91,0.530962,0.631801,0.767628,0.862395,0.885863,0.913352,0.938461,0.955507,0.990532,1.0,0.986827,0.970656,0.975852,0.949717,0.960492,0.943301,0.91034,0.861448,0.846211,0.825118,0.793249,0.780337,0.770948,0.760873,0.757826,0.725607,0.704833,0.671445,0.671293,0.637619,0.619909,0.598104,0.58674,0.596895,0.5831,0.603687,0.566693,0.597806,0.513779,0.457606,0.401284,学习,500,0.8652,0.6746,0.5251,0.0207,0.6234,0.4047,0.004
1048,2026-06-20,6,杭州,晴,0.0599,0.318,8.48,0.006,17.349,49803.28,0.553133,0.572899,0.59784,0.605394,0.598898,0.627142,0.622059,0.649497,0.677644,0.714392,0.735727,0.747843,0.774341,0.805358,0.821415,0.864902,0.897078,0.903062,0.925273,0.933806,0.95235,0.966685,0.959929,0.980434,1.0,0.998103,0.980076,0.956344,0.942802,0.918629,0.877555,0.844398,0.833298,0.847717,0.811671,0.806535,0.787586,0.791438,0.734799,0.716858,0.700708,办公,450,0.7012,0.4994,0.4222,0.1267,0.4312,0.0769,0.004
1049,2026-04-11,15,杭州,多云,0.4744,0.5431,26.49,0.011,49.077,41917.51,0.653148,0.73446,0.782367,0.844696,0.815356,0.868233,0.899883,0.931454,0.968329,0.973529,0.962263,0.991703,1.0,0.98408,0.986434,0.99904,0.984509,0.990258,0.967273,0.922366,0.933742,0.915037,0.920404,0.913844,0.891016,0.894874,0.883526,0.861477,0.841935,0.787275,0.769137,0.720801,0.749626,0.72945,0.721808,0.715352,0.714781,0.712263,0.654679,0.622121,0.580459,阅读,400,0.4924,0.3984,0.3356,0.004,0.4571,0.2847,0.004
1050,2026-04-24,13,杭州,多云,0.3107,0.613,30.23,0.018,66.126,52854.71,0.670034,0.705996,0.782028,0.843021,0.855468,0.852308,0.901367,0.925005,0.965721,0.980191,0.990626,0.986532,0.993233,0.991748,1.0,0.978984,0.968968,0.977333,0.961355,0.939269,0.932397,0.92266,0.904006,0.876351,0.88638,0.866688,0.842582,0.818872,0.803239,0.779063,0.756049,0.725642,0.71108,0.695808,0.695893,0.671404,0.686819,0.676917,0.658126,0.60113,0.578891,阅读,400,0.3932,0.3134,0.2909,0.004,0.414,0.2169,0.004
1051,2026-05-20,10,杭州,多云,0.4779,0.6998,23.07,0.0727,63.608,41109.0,0.650367,0.706999,0.777094,0.831891,0.83349,0.877443,0.89315,0.932383,0.931375,0.951842,0.966389,0.979903,0.978263,0.995748,0.989216,0.9631,1.0,0.95317,0.955689,0.919161,0.911644,0.900646,0.861924,0.894953,0.856916,0.850234,0.830327,0.808884,0.78259,0.744332,0.738723,0.708138,0.691103,0.697704,0.701841,0.656348,0.687921,0.660449,0.607095,0.590569,0.545986,阅读,400,0.504,0.4065,0.3458,0.004,0.4883,0.2855,0.004
1052,2026-06-11,7,杭州,晴,0.2055,0.5746,16.62,0.0197,32.064,60927.02,0.63679,0.648909,0.683737,0.695506,0.698716,0.697539,0.738625,0.768996,0.789111,0.799235,0.823387,0.879579,0.881034,0.88509,0.912789,0.937096,0.957733,0.963314,0.994319,0.995641,0.975127,0.967144,0.98109,0.971598,1.0,0.987033,0.959813,0.945279,0.927736,0.867724,0.838794,0.814049,0.811581,0.809748,0.787344,0.738961,0.746243,0.779071,0.720412,0.667933,0.696804,学习,500,0.6266,0.4423,0.3758,0.1222,0.3843,0.0381,0.004
1053,2026-06-06,6,杭州,多云,0.4417,0.5635,18.62,0.0517,16.85,23709.67,0.629478,0.69089,0.736639,0.769482,0.78608,0.806519,0.844254,0.876505,0.893479,0.919024,0.905114,0.942616,0.949393,0.966626,0.978585,0.962441,0.979479,1.0,0.984603,0.972975,0.950401,0.967772,0.942999,0.961228,0.957285,0.963031,0.938114,0.922706,0.889671,0.867842,0.843611,0.812575,0.798546,0.797079,0.802029,0.791314,0.755395,0.770571,0.733406,0.679719,0.594229,学习,500,0.7999,0.609,0.489,0.0625,0.5594,0.2859,0.004
1054,2026-04-19,8,杭州,雨,0.9718,0.8053,21.81,0.7229,38.505,7254.36,0.506902,0.597257,0.712295,0.838457,0.826917,0.892697,0.90141,0.931018,0.95043,1.0,0.970084,0.929728,0.967273,0.886197,0.901864,0.892039,0.864418,0.850283,0.820322,0.817007,0.770295,0.756113,0.766356,0.741505,0.712806,0.708022,0.711531,0.647339,0.630665,0.616661,0.608337,0.603159,0.568046,0.559066,0.550639,0.554297,0.55727,0.534801,0.495333,0.425162,0.372692,阅读,400,0.8195,0.6504,0.536,0.004,0.7105,0.4511,0.004
1055,2026-05-12,15,杭州,多云,0.5995,0.6901,31.01,0.0345,54.14,37415.88,0.663076,0.718515,0.768899,0.859579,0.895779,0.875422,0.907773,0.939162,0.942085,0.966691,0.992881,0.994318,0.999169,1.0,0.996443,0.983849,0.99322,0.982208,0.952867,0.953167,0.921637,0.92421,0.906229,0.906253,0.896019,0.88122,0.869443,0.854114,0.817282,0.786439,0.750735,0.708005,0.718038,0.693044,0.697029,0.68726,0.682154,0.674942,0.648597,0.604728,0.559499,休息,180,0.004,0.004,0.1038,0.004,0.2866,0.0572,0.004
1056,2026-05-01,10,杭州,晴,0.1031,0.4332,19.94,0.0183,61.474,75866.01,0.657711,0.706019,0.754862,0.766345,0.769645,0.792597,0.818757,0.836875,0.882594,0.907024,0.936401,0.931062,0.962084,0.954696,0.991819,0.973072,0.991573,0.991149,1.0,0.98964,0.954493,0.952449,0.974195,0.956248,0.960903,0.933704,0.925327,0.897847,0.883226,0.845596,0.814656,0.765072,0.764664,0.751386,0.72064,0.738205,0.732875,0.720823,0.685418,0.673803,0.651382,学习,500,0.4584,0.3212,0.2692,0.0717,0.279,0.0532,0.004
1057,2026-04-26,6,杭州,多云,0.5408,0.6586,16.53,0.0649,10.283,16014.85,0.639603,0.653691,0.734044,0.784665,0.798584,0.804622,0.820816,0.873723,0.892314,0.919392,0.907244,0.965844,0.95252,0.921891,0.973828,0.971314,0.966628,1.0,0.993168,0.978312,0.966157,0.966236,0.937413,0.963279,0.976781,0.967748,0.926493,0.923612,0.879596,0.866017,0.822969,0.796959,0.798435,0.775482,0.768479,0.776861,0.742969,0.748305,0.685929,0.642153,0.62984,阅读,400,0.7509,0.5937,0.482,0.004,0.6289,0.4013,0.004
1058,2026-04-25,18,杭州,晴,0.0821,0.5893,22.62,0.0188,10.041,35295.65,0.530574,0.550364,0.57037,0.556278,0.56325,0.573711,0.588559,0.626457,0.651126,0.671952,0.690174,0.731028,0.746281,0.770254,0.800742,0.835909,0.8589,0.874289,0.920012,0.921992,0.91686,0.922646,0.96393,0.98878,0.994399,1.0,0.994405,0.972686,0.930668,0.905539,0.883542,0.852684,0.827968,0.815164,0.813244,0.79603,0.782758,0.767268,0.735683,0.727741,0.695643,阅读,400,0.6888,0.525,0.4123,0.0259,0.4763,0.2841,0.004
1059,2026-06-17,6,杭州,多云,0.3382,0.4583,21.21,0.0622,17.322,27200.02,0.620988,0.673092,0.697741,0.767789,0.790131,0.798239,0.835037,0.855369,0.876775,0.90103,0.911042,0.917629,0.932549,0.917053,0.976334,0.963912,0.96106,0.973808,1.0,0.975307,0.971425,0.990461,0.977451,0.968567,0.953452,0.97807,0.951446,0.950256,0.91721,0.893222,0.869547,0.814389,0.823301,0.814538,0.812633,0.807386,0.792369,0.769928,0.719511,0.66916,0.645133,休息,180,0.2552,0.2188,0.2232,0.004,0.3726,0.162,0.004
1060,2026-06-21,6,杭州,阴,0.8405,0.6574,14.89,0.0408,17.348,10339.39,0.597431,0.665058,0.770623,0.867359,0.85469,0.894279,0.917614,0.955763,0.947959,0.978389,0.977817,0.990193,1.0,0.998784,0.987659,0.9454,0.940509,0.94705,0.923791,0.892107,0.863846,0.804524,0.826506,0.836144,0.826917,0.825104,0.812106,0.816331,0.748765,0.706315,0.697326,0.716203,0.679426,0.686803,0.659507,0.656604,0.634588,0.649421,0.59612,0.549433,0.485049,阅读,400,0.7882,0.6261,0.5119,0.004,0.6792,0.4393,0.004
1061,2026-06-01,6,杭州,晴,0.0554,0.3163,15.31,0.0109,16.443,52198.32,0.547222,0.57008,0.577191,0.602255,0.589142,0.609118,0.6191,0.648746,0.676386,0.712845,0.727345,0.750516,0.781744,0.796195,0.810503,0.845171,0.878383,0.903588,0.927241,0.932062,0.950308,0.953714,0.9525,0.959218,0.985951,1.0,0.996256,0.976695,0.954026,0.932448,0.885866,0.862012,0.858128,0.818009,0.842656,0.789802,0.788836,0.771838,0.73719,0.726463,0.703308,阅读,400,0.5963,0.4304,0.3687,0.0944,0.3913,0.1041,0.004
1062,2026-06-03,12,杭州,多云,0.5543,0.5243,27.23,0.013,71.589,41209.28,0.641586,0.731754,0.773465,0.851551,0.842089,0.891476,0.909262,0.956342,0.969965,0.986965,0.999238,0.996248,0.998759,0.997821,1.0,0.988598,0.993018,0.953096,0.941338,0.965993,0.916827,0.89359,0.89625,0.899639,0.889996,0.860189,0.846475,0.827211,0.809196,0.776448,0.7359,0.719162,0.708997,0.724478,0.69841,0.737135,0.683793,0.656863,0.641755,0.609256,0.560304,阅读,400,0.4928,0.397,0.347,0.004,0.4792,0.2835,0.004
1063,2026-05-09,16,杭州,晴,0.1337,0.317,29.79,0.0132,42.19,72396.97,0.642321,0.685574,0.712909,0.727568,0.708212,0.726275,0.772167,0.791062,0.826638,0.849907,0.869736,0.875212,0.913796,0.915741,0.943165,0.950279,0.984364,0.989203,1.0,0.992732,0.968977,0.962038,0.959739,0.980153,0.980226,0.974407,0.953739,0.94515,0.909441,0.873752,0.845174,0.815598,0.786504,0.78467,0.790056,0.77285,0.738903,0.748061,0.717064,0.68365,0.664481,阅读,400,0.3268,0.2455,0.1741,0.017,0.208,0.1007,0.004
1064,2026-05-23,12,杭州,多云,0.3183,0.7105,24.98,0.0278,70.946,52776.68,0.661427,0.711952,0.785678,0.83914,0.867446,0.881798,0.889009,0.930895,0.954332,0.968777,0.97225,0.999964,0.975941,1.0,0.962996,0.968723,0.973095,0.942175,0.930755,0.926052,0.881927,0.897099,0.89153,0.88564,0.864725,0.844305,0.827892,0.812835,0.784004,0.747976,0.739936,0.697092,0.701649,0.680141,0.674884,0.674846,0.668087,0.653497,0.627601,0.594951,0.571005,办公,450,0.4897,0.3851,0.3183,0.004,0.3924,0.2462,0.004
1065,2026-06-04,16,杭州,阴,0.8321,0.8369,26.99,0.0174,45.069,15298.01,0.590234,0.680515,0.753557,0.872125,0.857225,0.88414,0.942344,0.926659,0.969725,1.0,0.947479,0.980688,0.99558,0.971572,0.966835,0.956769,0.944164,0.911373,0.914485,0.886473,0.846252,0.838642,0.812074,0.824675,0.817796,0.800507,0.788288,0.761301,0.74566,0.706761,0.693777,0.645659,0.630814,0.644299,0.648436,0.631548,0.641296,0.63287,0.544959,0.551625,0.444168,阅读,400,0.7394,0.5911,0.4867,0.004,0.6524,0.4171,0.004
1066,2026-05-28,18,杭州,晴,0.1848,0.3739,22.0,0.004,16.034,45137.47,0.563416,0.580604,0.603686,0.624362,0.622164,0.635547,0.664267,0.684525,0.706714,0.730909,0.774224,0.804831,0.806394,0.837563,0.844886,0.872636,0.906263,0.897405,0.94471,0.939518,0.938913,0.960931,0.984463,0.981106,0.997176,1.0,0.989989,0.960557,0.947121,0.913139,0.848351,0.857819,0.817324,0.825354,0.83114,0.800511,0.775853,0.773916,0.756053,0.703833,0.664857,办公,450,0.7082,0.5047,0.432,0.1055,0.4491,0.1254,0.004
1067,2026-05-20,18,杭州,多云,0.3935,0.5014,29.39,0.0141,14.996,23686.67,0.625778,0.651311,0.742919,0.78977,0.794508,0.819108,0.819074,0.855622,0.881159,0.917064,0.933768,0.937904,0.950099,0.965399,0.964606,0.995173,0.979112,0.994293,0.981082,0.996035,0.976176,1.0,0.97389,0.991683,0.97334,0.973063,0.965294,0.952194,0.913215,0.885323,0.863584,0.843828,0.824104,0.814924,0.794529,0.809912,0.803789,0.792955,0.737014,0.681561,0.639143,学习,500,0.8032,0.6081,0.4917,0.0627,0.5579,0.2814,0.004
1068,2026-06-16,6,杭州,晴,0.1647,0.3498,16.77,0.0153,17.304,45340.64,0.571789,0.598477,0.63313,0.629643,0.619449,0.637194,0.684869,0.710136,0.731395,0.751619,0.773652,0.786567,0.821446,0.846105,0.870006,0.87946,0.905222,0.922104,0.953837,0.955216,0.96067,0.969385,0.961761,1.0,0.995363,0.997484,0.985741,0.978401,0.950865,0.903668,0.864719,0.853456,0.847737,0.838082,0.832472,0.8076,0.789357,0.773055,0.755964,0.737938,0.690755,阅读,400,0.5971,0.4473,0.3671,0.0428,0.4181,0.1985,0.004
1069,2026-04-20,9,杭州,多云,0.6025,0.5766,23.88,0.0339,50.76,38334.8,0.638396,0.731925,0.773776,0.826522,0.861573,0.858767,0.906468,0.931521,0.946576,0.961593,0.967866,1.0,0.987159,0.995331,0.989881,0.983751,0.98488,0.978302,0.960628,0.940043,0.910985,0.903579,0.89927,0.898289,0.868348,0.888479,0.868487,0.835326,0.804648,0.778101,0.741055,0.731631,0.719957,0.727153,0.716109,0.720264,0.697591,0.675177,0.667583,0.597441,0.538015,休息,180,0.004,0.004,0.0838,0.004,0.2729,0.0593,0.004
1070,2026-06-09,6,杭州,晴,0.0893,0.5687,15.19,0.0187,17.037,45924.58,0.573562,0.579028,0.604213,0.620491,0.610595,0.623489,0.6489,0.6894,0.690802,0.723781,0.760624,0.780219,0.792643,0.820101,0.851232,0.877296,0.910804,0.930487,0.923054,0.931348,0.947834,0.943611,0.988583,0.977503,1.0,0.996067,0.981149,0.990528,0.946072,0.934688,0.892955,0.850006,0.812226,0.819762,0.836531,0.806321,0.784926,0.763302,0.75492,0.727038,0.703362,办公,450,0.7127,0.5096,0.4317,0.1272,0.4497,0.0996,0.004
1071,2026-05-11,11,杭州,晴,0.054,0.4688,25.56,0.0112,68.103,97623.08,0.703997,0.722816,0.753833,0.756583,0.776228,0.789023,0.816845,0.862683,0.881543,0.888919,0.930494,0.948407,0.953105,0.960383,0.963401,0.971655,0.994217,0.979029,1.0,0.979667,0.960356,0.971873,0.955746,0.940465,0.931857,0.927232,0.913197,0.883627,0.849714,0.826106,0.796417,0.77773,0.745515,0.742191,0.712828,0.727739,0.698004,0.695938,0.674584,0.654774,0.625563,休息,180,0.0599,0.0352,0.1033,0.004,0.264,0.0111,0.004
1072,2026-04-29,13,杭州,晴,0.0376,0.4124,29.35,0.0066,66.76,94003.51,0.713461,0.738064,0.740087,0.786987,0.795612,0.818599,0.830545,0.877634,0.893049,0.919852,0.924472,0.936526,0.970489,0.9744,0.972738,1.0,0.97305,0.992424,0.980672,0.996341,0.967719,0.962388,0.961722,0.966977,0.963064,0.954168,0.927597,0.914336,0.869948,0.836129,0.789942,0.791763,0.751464,0.765476,0.750461,0.737236,0.725507,0.697633,0.703407,0.666925,0.661189,阅读,400,0.1527,0.1152,0.1092,0.004,0.1427,0.042,0.004
